"Activity" "Subject" "Variable" "Average"
"LAYING" 7 "Subject" NA
"LAYING" 7 "tBodyAcc-mean()-X" NA
"LAYING" 7 "tBodyAcc-mean()-Y" NA
"LAYING" 7 "tBodyAcc-mean()-Z" NA
"LAYING" 7 "tBodyAcc-std()-X" NA
"LAYING" 7 "tBodyAcc-std()-Y" NA
"LAYING" 7 "tBodyAcc-std()-Z" NA
"LAYING" 7 "tGravityAcc-mean()-X" NA
"LAYING" 7 "tGravityAcc-mean()-Y" NA
"LAYING" 7 "tGravityAcc-mean()-Z" NA
"LAYING" 7 "tGravityAcc-std()-X" NA
"LAYING" 7 "tGravityAcc-std()-Y" NA
"LAYING" 7 "tGravityAcc-std()-Z" NA
"LAYING" 7 "tBodyAccJerk-mean()-X" NA
"LAYING" 7 "tBodyAccJerk-mean()-Y" NA
"LAYING" 7 "tBodyAccJerk-mean()-Z" NA
"LAYING" 7 "tBodyAccJerk-std()-X" NA
"LAYING" 7 "tBodyAccJerk-std()-Y" NA
"LAYING" 7 "tBodyAccJerk-std()-Z" NA
"LAYING" 7 "tBodyGyro-mean()-X" NA
"LAYING" 7 "tBodyGyro-mean()-Y" NA
"LAYING" 7 "tBodyGyro-mean()-Z" NA
"LAYING" 7 "tBodyGyro-std()-X" NA
"LAYING" 7 "tBodyGyro-std()-Y" NA
"LAYING" 7 "tBodyGyro-std()-Z" NA
"LAYING" 7 "tBodyGyroJerk-mean()-X" NA
"LAYING" 7 "tBodyGyroJerk-mean()-Y" NA
"LAYING" 7 "tBodyGyroJerk-mean()-Z" NA
"LAYING" 7 "tBodyGyroJerk-std()-X" NA
"LAYING" 7 "tBodyGyroJerk-std()-Y" NA
"LAYING" 7 "tBodyGyroJerk-std()-Z" NA
"LAYING" 7 "tBodyAccMag-mean()" NA
"LAYING" 7 "tBodyAccMag-std()" NA
"LAYING" 7 "tGravityAccMag-mean()" NA
"LAYING" 7 "tGravityAccMag-std()" NA
"LAYING" 7 "tBodyAccJerkMag-mean()" NA
"LAYING" 7 "tBodyAccJerkMag-std()" NA
"LAYING" 7 "tBodyGyroMag-mean()" NA
"LAYING" 7 "tBodyGyroMag-std()" NA
"LAYING" 7 "tBodyGyroJerkMag-mean()" NA
"LAYING" 7 "tBodyGyroJerkMag-std()" NA
"LAYING" 7 "fBodyAcc-mean()-X" NA
"LAYING" 7 "fBodyAcc-mean()-Y" NA
"LAYING" 7 "fBodyAcc-mean()-Z" NA
"LAYING" 7 "fBodyAcc-std()-X" NA
"LAYING" 7 "fBodyAcc-std()-Y" NA
"LAYING" 7 "fBodyAcc-std()-Z" NA
"LAYING" 7 "fBodyAcc-meanFreq()-X" NA
"LAYING" 7 "fBodyAcc-meanFreq()-Y" NA
"LAYING" 7 "fBodyAcc-meanFreq()-Z" NA
"LAYING" 7 "fBodyAccJerk-mean()-X" NA
"LAYING" 7 "fBodyAccJerk-mean()-Y" NA
"LAYING" 7 "fBodyAccJerk-mean()-Z" NA
"LAYING" 7 "fBodyAccJerk-std()-X" NA
"LAYING" 7 "fBodyAccJerk-std()-Y" NA
"LAYING" 7 "fBodyAccJerk-std()-Z" NA
"LAYING" 7 "fBodyAccJerk-meanFreq()-X" NA
"LAYING" 7 "fBodyAccJerk-meanFreq()-Y" NA
"LAYING" 7 "fBodyAccJerk-meanFreq()-Z" NA
"LAYING" 7 "fBodyGyro-mean()-X" NA
"LAYING" 7 "fBodyGyro-mean()-Y" NA
"LAYING" 7 "fBodyGyro-mean()-Z" NA
"LAYING" 7 "fBodyGyro-std()-X" NA
"LAYING" 7 "fBodyGyro-std()-Y" NA
"LAYING" 7 "fBodyGyro-std()-Z" NA
"LAYING" 7 "fBodyGyro-meanFreq()-X" NA
"LAYING" 7 "fBodyGyro-meanFreq()-Y" NA
"LAYING" 7 "fBodyGyro-meanFreq()-Z" NA
"LAYING" 7 "fBodyAccMag-mean()" NA
"LAYING" 7 "fBodyAccMag-std()" NA
"LAYING" 7 "fBodyAccMag-meanFreq()" NA
"LAYING" 7 "fBodyBodyAccJerkMag-mean()" NA
"LAYING" 7 "fBodyBodyAccJerkMag-std()" NA
"LAYING" 7 "fBodyBodyAccJerkMag-meanFreq()" NA
"LAYING" 7 "fBodyBodyGyroMag-mean()" NA
"LAYING" 7 "fBodyBodyGyroMag-std()" NA
"LAYING" 7 "fBodyBodyGyroMag-meanFreq()" NA
"LAYING" 7 "fBodyBodyGyroJerkMag-mean()" NA
"LAYING" 7 "fBodyBodyGyroJerkMag-std()" NA
"LAYING" 7 "fBodyBodyGyroJerkMag-meanFreq()" NA
"LAYING" 8 "Activity" NA
"LAYING" 8 "Y" NA
"LAYING" 8 "Subject" NA
"LAYING" 8 "tBodyAcc-mean()-X" NA
"LAYING" 8 "tBodyAcc-mean()-Y" NA
"LAYING" 8 "tBodyAcc-mean()-Z" NA
"LAYING" 8 "tBodyAcc-std()-X" NA
"LAYING" 8 "tBodyAcc-std()-Y" NA
"LAYING" 8 "tBodyAcc-std()-Z" NA
"LAYING" 8 "tGravityAcc-mean()-X" NA
"LAYING" 8 "tGravityAcc-mean()-Y" NA
"LAYING" 8 "tGravityAcc-mean()-Z" NA
"LAYING" 8 "tGravityAcc-std()-X" NA
"LAYING" 8 "tGravityAcc-std()-Y" NA
"LAYING" 8 "tGravityAcc-std()-Z" NA
"LAYING" 8 "tBodyAccJerk-mean()-X" NA
"LAYING" 8 "tBodyAccJerk-mean()-Y" NA
"LAYING" 8 "tBodyAccJerk-mean()-Z" NA
"LAYING" 8 "tBodyAccJerk-std()-X" NA
"LAYING" 8 "tBodyAccJerk-std()-Y" NA
"LAYING" 8 "tBodyAccJerk-std()-Z" NA
"LAYING" 8 "tBodyGyro-mean()-X" NA
"LAYING" 8 "tBodyGyro-mean()-Y" NA
"LAYING" 8 "tBodyGyro-mean()-Z" NA
"LAYING" 8 "tBodyGyro-std()-X" NA
"LAYING" 8 "tBodyGyro-std()-Y" NA
"LAYING" 8 "tBodyGyro-std()-Z" NA
"LAYING" 8 "tBodyGyroJerk-mean()-X" NA
"LAYING" 8 "tBodyGyroJerk-mean()-Y" NA
"LAYING" 8 "tBodyGyroJerk-mean()-Z" NA
"LAYING" 8 "tBodyGyroJerk-std()-X" NA
"LAYING" 8 "tBodyGyroJerk-std()-Y" NA
"LAYING" 8 "tBodyGyroJerk-std()-Z" NA
"LAYING" 8 "tBodyAccMag-mean()" NA
"LAYING" 8 "tBodyAccMag-std()" NA
"LAYING" 8 "tGravityAccMag-mean()" NA
"LAYING" 8 "tGravityAccMag-std()" NA
"LAYING" 8 "tBodyAccJerkMag-mean()" NA
"LAYING" 8 "tBodyAccJerkMag-std()" NA
"LAYING" 8 "tBodyGyroMag-mean()" NA
"LAYING" 8 "tBodyGyroMag-std()" NA
"LAYING" 8 "tBodyGyroJerkMag-mean()" NA
"LAYING" 8 "tBodyGyroJerkMag-std()" NA
"LAYING" 8 "fBodyAcc-mean()-X" NA
"LAYING" 8 "fBodyAcc-mean()-Y" NA
"LAYING" 8 "fBodyAcc-mean()-Z" NA
"LAYING" 8 "fBodyAcc-std()-X" NA
"LAYING" 8 "fBodyAcc-std()-Y" NA
"LAYING" 8 "fBodyAcc-std()-Z" NA
"LAYING" 8 "fBodyAcc-meanFreq()-X" NA
"LAYING" 8 "fBodyAcc-meanFreq()-Y" NA
"LAYING" 8 "fBodyAcc-meanFreq()-Z" NA
"LAYING" 8 "fBodyAccJerk-mean()-X" NA
"LAYING" 8 "fBodyAccJerk-mean()-Y" NA
"LAYING" 8 "fBodyAccJerk-mean()-Z" NA
"LAYING" 8 "fBodyAccJerk-std()-X" NA
"LAYING" 8 "fBodyAccJerk-std()-Y" NA
"LAYING" 8 "fBodyAccJerk-std()-Z" NA
"LAYING" 8 "fBodyAccJerk-meanFreq()-X" NA
"LAYING" 8 "fBodyAccJerk-meanFreq()-Y" NA
"LAYING" 8 "fBodyAccJerk-meanFreq()-Z" NA
"LAYING" 8 "fBodyGyro-mean()-X" NA
"LAYING" 8 "fBodyGyro-mean()-Y" NA
"LAYING" 8 "fBodyGyro-mean()-Z" NA
"LAYING" 8 "fBodyGyro-std()-X" NA
"LAYING" 8 "fBodyGyro-std()-Y" NA
"LAYING" 8 "fBodyGyro-std()-Z" NA
"LAYING" 8 "fBodyGyro-meanFreq()-X" NA
"LAYING" 8 "fBodyGyro-meanFreq()-Y" NA
"LAYING" 8 "fBodyGyro-meanFreq()-Z" NA
"LAYING" 8 "fBodyAccMag-mean()" NA
"LAYING" 8 "fBodyAccMag-std()" NA
"LAYING" 8 "fBodyAccMag-meanFreq()" NA
"LAYING" 8 "fBodyBodyAccJerkMag-mean()" NA
"LAYING" 8 "fBodyBodyAccJerkMag-std()" NA
"LAYING" 8 "fBodyBodyAccJerkMag-meanFreq()" NA
"LAYING" 8 "fBodyBodyGyroMag-mean()" NA
"LAYING" 8 "fBodyBodyGyroMag-std()" NA
"LAYING" 8 "fBodyBodyGyroMag-meanFreq()" NA
"LAYING" 8 "fBodyBodyGyroJerkMag-mean()" NA
"LAYING" 8 "fBodyBodyGyroJerkMag-std()" NA
"LAYING" 8 "fBodyBodyGyroJerkMag-meanFreq()" NA
"LAYING" 9 "Activity" NA
"LAYING" 9 "Y" NA
"LAYING" 9 "Subject" NA
"LAYING" 9 "tBodyAcc-mean()-X" NA
"LAYING" 9 "tBodyAcc-mean()-Y" NA
"LAYING" 9 "tBodyAcc-mean()-Z" NA
"LAYING" 9 "tBodyAcc-std()-X" NA
"LAYING" 9 "tBodyAcc-std()-Y" NA
"LAYING" 9 "tBodyAcc-std()-Z" NA
"LAYING" 9 "tGravityAcc-mean()-X" NA
"LAYING" 9 "tGravityAcc-mean()-Y" NA
"LAYING" 9 "tGravityAcc-mean()-Z" NA
"LAYING" 9 "tGravityAcc-std()-X" NA
"LAYING" 9 "tGravityAcc-std()-Y" NA
"LAYING" 9 "tGravityAcc-std()-Z" NA
"LAYING" 9 "tBodyAccJerk-mean()-X" NA
"LAYING" 9 "tBodyAccJerk-mean()-Y" NA
"LAYING" 9 "tBodyAccJerk-mean()-Z" NA
"LAYING" 9 "tBodyAccJerk-std()-X" NA
"LAYING" 9 "tBodyAccJerk-std()-Y" NA
"LAYING" 9 "tBodyAccJerk-std()-Z" NA
"LAYING" 9 "tBodyGyro-mean()-X" NA
"LAYING" 9 "tBodyGyro-mean()-Y" NA
"LAYING" 9 "tBodyGyro-mean()-Z" NA
"LAYING" 9 "tBodyGyro-std()-X" NA
"LAYING" 9 "tBodyGyro-std()-Y" NA
"LAYING" 9 "tBodyGyro-std()-Z" NA
"LAYING" 9 "tBodyGyroJerk-mean()-X" NA
"LAYING" 9 "tBodyGyroJerk-mean()-Y" NA
"LAYING" 9 "tBodyGyroJerk-mean()-Z" NA
"LAYING" 9 "tBodyGyroJerk-std()-X" NA
"LAYING" 9 "tBodyGyroJerk-std()-Y" NA
"LAYING" 9 "tBodyGyroJerk-std()-Z" NA
"LAYING" 9 "tBodyAccMag-mean()" NA
"LAYING" 9 "tBodyAccMag-std()" NA
"LAYING" 9 "tGravityAccMag-mean()" NA
"LAYING" 9 "tGravityAccMag-std()" NA
"LAYING" 9 "tBodyAccJerkMag-mean()" NA
"LAYING" 9 "tBodyAccJerkMag-std()" NA
"LAYING" 9 "tBodyGyroMag-mean()" NA
"LAYING" 9 "tBodyGyroMag-std()" NA
"LAYING" 9 "tBodyGyroJerkMag-mean()" NA
"LAYING" 9 "tBodyGyroJerkMag-std()" NA
"LAYING" 9 "fBodyAcc-mean()-X" NA
"LAYING" 9 "fBodyAcc-mean()-Y" NA
"LAYING" 9 "fBodyAcc-mean()-Z" NA
"LAYING" 9 "fBodyAcc-std()-X" NA
"LAYING" 9 "fBodyAcc-std()-Y" NA
"LAYING" 9 "fBodyAcc-std()-Z" NA
"LAYING" 9 "fBodyAcc-meanFreq()-X" NA
"LAYING" 9 "fBodyAcc-meanFreq()-Y" NA
"LAYING" 9 "fBodyAcc-meanFreq()-Z" NA
"LAYING" 9 "fBodyAccJerk-mean()-X" NA
"LAYING" 9 "fBodyAccJerk-mean()-Y" NA
"LAYING" 9 "fBodyAccJerk-mean()-Z" NA
"LAYING" 9 "fBodyAccJerk-std()-X" NA
"LAYING" 9 "fBodyAccJerk-std()-Y" NA
"LAYING" 9 "fBodyAccJerk-std()-Z" NA
"LAYING" 9 "fBodyAccJerk-meanFreq()-X" NA
"LAYING" 9 "fBodyAccJerk-meanFreq()-Y" NA
"LAYING" 9 "fBodyAccJerk-meanFreq()-Z" NA
"LAYING" 9 "fBodyGyro-mean()-X" NA
"LAYING" 9 "fBodyGyro-mean()-Y" NA
"LAYING" 9 "fBodyGyro-mean()-Z" NA
"LAYING" 9 "fBodyGyro-std()-X" NA
"LAYING" 9 "fBodyGyro-std()-Y" NA
"LAYING" 9 "fBodyGyro-std()-Z" NA
"LAYING" 9 "fBodyGyro-meanFreq()-X" NA
"LAYING" 9 "fBodyGyro-meanFreq()-Y" NA
"LAYING" 9 "fBodyGyro-meanFreq()-Z" NA
"LAYING" 9 "fBodyAccMag-mean()" NA
"LAYING" 9 "fBodyAccMag-std()" NA
"LAYING" 9 "fBodyAccMag-meanFreq()" NA
"LAYING" 9 "fBodyBodyAccJerkMag-mean()" NA
"LAYING" 9 "fBodyBodyAccJerkMag-std()" NA
"LAYING" 9 "fBodyBodyAccJerkMag-meanFreq()" NA
"LAYING" 9 "fBodyBodyGyroMag-mean()" NA
"LAYING" 9 "fBodyBodyGyroMag-std()" NA
"LAYING" 9 "fBodyBodyGyroMag-meanFreq()" NA
"LAYING" 9 "fBodyBodyGyroJerkMag-mean()" NA
"LAYING" 9 "fBodyBodyGyroJerkMag-std()" NA
"LAYING" 9 "fBodyBodyGyroJerkMag-meanFreq()" NA
"LAYING" 10 "Activity" NA
"LAYING" 10 "Y" NA
"LAYING" 10 "Subject" NA
"LAYING" 10 "tBodyAcc-mean()-X" NA
"LAYING" 10 "tBodyAcc-mean()-Y" NA
"LAYING" 10 "tBodyAcc-mean()-Z" NA
"LAYING" 10 "tBodyAcc-std()-X" NA
"LAYING" 10 "tBodyAcc-std()-Y" NA
"LAYING" 10 "tBodyAcc-std()-Z" NA
"LAYING" 10 "tGravityAcc-mean()-X" NA
"LAYING" 10 "tGravityAcc-mean()-Y" NA
"LAYING" 10 "tGravityAcc-mean()-Z" NA
"LAYING" 10 "tGravityAcc-std()-X" NA
"LAYING" 10 "tGravityAcc-std()-Y" NA
"LAYING" 10 "tGravityAcc-std()-Z" NA
"LAYING" 10 "tBodyAccJerk-mean()-X" NA
"LAYING" 10 "tBodyAccJerk-mean()-Y" NA
"LAYING" 10 "tBodyAccJerk-mean()-Z" NA
"LAYING" 10 "tBodyAccJerk-std()-X" NA
"LAYING" 10 "tBodyAccJerk-std()-Y" NA
"LAYING" 10 "tBodyAccJerk-std()-Z" NA
"LAYING" 10 "tBodyGyro-mean()-X" NA
"LAYING" 10 "tBodyGyro-mean()-Y" NA
"LAYING" 10 "tBodyGyro-mean()-Z" NA
"LAYING" 10 "tBodyGyro-std()-X" NA
"LAYING" 10 "tBodyGyro-std()-Y" NA
"LAYING" 10 "tBodyGyro-std()-Z" NA
"LAYING" 10 "tBodyGyroJerk-mean()-X" NA
"LAYING" 10 "tBodyGyroJerk-mean()-Y" NA
"LAYING" 10 "tBodyGyroJerk-mean()-Z" NA
"LAYING" 10 "tBodyGyroJerk-std()-X" NA
"LAYING" 10 "tBodyGyroJerk-std()-Y" NA
"LAYING" 10 "tBodyGyroJerk-std()-Z" NA
"LAYING" 10 "tBodyAccMag-mean()" NA
"LAYING" 10 "tBodyAccMag-std()" NA
"LAYING" 10 "tGravityAccMag-mean()" NA
"LAYING" 10 "tGravityAccMag-std()" NA
"LAYING" 10 "tBodyAccJerkMag-mean()" NA
"LAYING" 10 "tBodyAccJerkMag-std()" NA
"LAYING" 10 "tBodyGyroMag-mean()" NA
"LAYING" 10 "tBodyGyroMag-std()" NA
"LAYING" 10 "tBodyGyroJerkMag-mean()" NA
"LAYING" 10 "tBodyGyroJerkMag-std()" NA
"LAYING" 10 "fBodyAcc-mean()-X" NA
"LAYING" 10 "fBodyAcc-mean()-Y" NA
"LAYING" 10 "fBodyAcc-mean()-Z" NA
"LAYING" 10 "fBodyAcc-std()-X" NA
"LAYING" 10 "fBodyAcc-std()-Y" NA
"LAYING" 10 "fBodyAcc-std()-Z" NA
"LAYING" 10 "fBodyAcc-meanFreq()-X" NA
"LAYING" 10 "fBodyAcc-meanFreq()-Y" NA
"LAYING" 10 "fBodyAcc-meanFreq()-Z" NA
"LAYING" 10 "fBodyAccJerk-mean()-X" NA
"LAYING" 10 "fBodyAccJerk-mean()-Y" NA
"LAYING" 10 "fBodyAccJerk-mean()-Z" NA
"LAYING" 10 "fBodyAccJerk-std()-X" NA
"LAYING" 10 "fBodyAccJerk-std()-Y" NA
"LAYING" 10 "fBodyAccJerk-std()-Z" NA
"LAYING" 10 "fBodyAccJerk-meanFreq()-X" NA
"LAYING" 10 "fBodyAccJerk-meanFreq()-Y" NA
"LAYING" 10 "fBodyAccJerk-meanFreq()-Z" NA
"LAYING" 10 "fBodyGyro-mean()-X" NA
"LAYING" 10 "fBodyGyro-mean()-Y" NA
"LAYING" 10 "fBodyGyro-mean()-Z" NA
"LAYING" 10 "fBodyGyro-std()-X" NA
"LAYING" 10 "fBodyGyro-std()-Y" NA
"LAYING" 10 "fBodyGyro-std()-Z" NA
"LAYING" 10 "fBodyGyro-meanFreq()-X" NA
"LAYING" 10 "fBodyGyro-meanFreq()-Y" NA
"LAYING" 10 "fBodyGyro-meanFreq()-Z" NA
"LAYING" 10 "fBodyAccMag-mean()" NA
"LAYING" 10 "fBodyAccMag-std()" NA
"LAYING" 10 "fBodyAccMag-meanFreq()" NA
"LAYING" 10 "fBodyBodyAccJerkMag-mean()" NA
"LAYING" 10 "fBodyBodyAccJerkMag-std()" NA
"LAYING" 10 "fBodyBodyAccJerkMag-meanFreq()" NA
"LAYING" 10 "fBodyBodyGyroMag-mean()" NA
"LAYING" 10 "fBodyBodyGyroMag-std()" NA
"LAYING" 10 "fBodyBodyGyroMag-meanFreq()" NA
"LAYING" 10 "fBodyBodyGyroJerkMag-mean()" NA
"LAYING" 10 "fBodyBodyGyroJerkMag-std()" NA
"LAYING" 10 "fBodyBodyGyroJerkMag-meanFreq()" NA
"LAYING" 11 "Activity" NA
"LAYING" 11 "Y" NA
"LAYING" 11 "Subject" NA
"LAYING" 11 "tBodyAcc-mean()-X" NA
"LAYING" 11 "tBodyAcc-mean()-Y" NA
"LAYING" 11 "tBodyAcc-mean()-Z" NA
"LAYING" 11 "tBodyAcc-std()-X" NA
"LAYING" 11 "tBodyAcc-std()-Y" NA
"LAYING" 11 "tBodyAcc-std()-Z" NA
"LAYING" 11 "tGravityAcc-mean()-X" NA
"LAYING" 11 "tGravityAcc-mean()-Y" NA
"LAYING" 11 "tGravityAcc-mean()-Z" NA
"LAYING" 11 "tGravityAcc-std()-X" NA
"LAYING" 11 "tGravityAcc-std()-Y" NA
"LAYING" 11 "tGravityAcc-std()-Z" NA
"LAYING" 11 "tBodyAccJerk-mean()-X" NA
"LAYING" 11 "tBodyAccJerk-mean()-Y" NA
"LAYING" 11 "tBodyAccJerk-mean()-Z" NA
"LAYING" 11 "tBodyAccJerk-std()-X" NA
"LAYING" 11 "tBodyAccJerk-std()-Y" NA
"LAYING" 11 "tBodyAccJerk-std()-Z" NA
"LAYING" 11 "tBodyGyro-mean()-X" NA
"LAYING" 11 "tBodyGyro-mean()-Y" NA
"LAYING" 11 "tBodyGyro-mean()-Z" NA
"LAYING" 11 "tBodyGyro-std()-X" NA
"LAYING" 11 "tBodyGyro-std()-Y" NA
"LAYING" 11 "tBodyGyro-std()-Z" NA
"LAYING" 11 "tBodyGyroJerk-mean()-X" NA
"LAYING" 11 "tBodyGyroJerk-mean()-Y" NA
"LAYING" 11 "tBodyGyroJerk-mean()-Z" NA
"LAYING" 11 "tBodyGyroJerk-std()-X" NA
"LAYING" 11 "tBodyGyroJerk-std()-Y" NA
"LAYING" 11 "tBodyGyroJerk-std()-Z" NA
"LAYING" 11 "tBodyAccMag-mean()" NA
"LAYING" 11 "tBodyAccMag-std()" NA
"LAYING" 11 "tGravityAccMag-mean()" NA
"LAYING" 11 "tGravityAccMag-std()" NA
"LAYING" 11 "tBodyAccJerkMag-mean()" NA
"LAYING" 11 "tBodyAccJerkMag-std()" NA
"LAYING" 11 "tBodyGyroMag-mean()" NA
"LAYING" 11 "tBodyGyroMag-std()" NA
"LAYING" 11 "tBodyGyroJerkMag-mean()" NA
"LAYING" 11 "tBodyGyroJerkMag-std()" NA
"LAYING" 11 "fBodyAcc-mean()-X" NA
"LAYING" 11 "fBodyAcc-mean()-Y" NA
"LAYING" 11 "fBodyAcc-mean()-Z" NA
"LAYING" 11 "fBodyAcc-std()-X" NA
"LAYING" 11 "fBodyAcc-std()-Y" NA
"LAYING" 11 "fBodyAcc-std()-Z" NA
"LAYING" 11 "fBodyAcc-meanFreq()-X" NA
"LAYING" 11 "fBodyAcc-meanFreq()-Y" NA
"LAYING" 11 "fBodyAcc-meanFreq()-Z" NA
"LAYING" 11 "fBodyAccJerk-mean()-X" NA
"LAYING" 11 "fBodyAccJerk-mean()-Y" NA
"LAYING" 11 "fBodyAccJerk-mean()-Z" NA
"LAYING" 11 "fBodyAccJerk-std()-X" NA
"LAYING" 11 "fBodyAccJerk-std()-Y" NA
"LAYING" 11 "fBodyAccJerk-std()-Z" NA
"LAYING" 11 "fBodyAccJerk-meanFreq()-X" NA
"LAYING" 11 "fBodyAccJerk-meanFreq()-Y" NA
"LAYING" 11 "fBodyAccJerk-meanFreq()-Z" NA
"LAYING" 11 "fBodyGyro-mean()-X" NA
"LAYING" 11 "fBodyGyro-mean()-Y" NA
"LAYING" 11 "fBodyGyro-mean()-Z" NA
"LAYING" 11 "fBodyGyro-std()-X" NA
"LAYING" 11 "fBodyGyro-std()-Y" NA
"LAYING" 11 "fBodyGyro-std()-Z" NA
"LAYING" 11 "fBodyGyro-meanFreq()-X" NA
"LAYING" 11 "fBodyGyro-meanFreq()-Y" NA
"LAYING" 11 "fBodyGyro-meanFreq()-Z" NA
"LAYING" 11 "fBodyAccMag-mean()" NA
"LAYING" 11 "fBodyAccMag-std()" NA
"LAYING" 11 "fBodyAccMag-meanFreq()" NA
"LAYING" 11 "fBodyBodyAccJerkMag-mean()" NA
"LAYING" 11 "fBodyBodyAccJerkMag-std()" NA
"LAYING" 11 "fBodyBodyAccJerkMag-meanFreq()" NA
"LAYING" 11 "fBodyBodyGyroMag-mean()" NA
"LAYING" 11 "fBodyBodyGyroMag-std()" NA
"LAYING" 11 "fBodyBodyGyroMag-meanFreq()" NA
"LAYING" 11 "fBodyBodyGyroJerkMag-mean()" NA
"LAYING" 11 "fBodyBodyGyroJerkMag-std()" NA
"LAYING" 11 "fBodyBodyGyroJerkMag-meanFreq()" NA
"LAYING" 12 "Activity" NA
"LAYING" 12 "Y" NA
"LAYING" 12 "Subject" NA
"LAYING" 12 "tBodyAcc-mean()-X" NA
"LAYING" 12 "tBodyAcc-mean()-Y" NA
"LAYING" 12 "tBodyAcc-mean()-Z" NA
"LAYING" 12 "tBodyAcc-std()-X" NA
"LAYING" 12 "tBodyAcc-std()-Y" NA
"LAYING" 12 "tBodyAcc-std()-Z" NA
"LAYING" 12 "tGravityAcc-mean()-X" NA
"LAYING" 12 "tGravityAcc-mean()-Y" NA
"LAYING" 12 "tGravityAcc-mean()-Z" NA
"LAYING" 12 "tGravityAcc-std()-X" NA
"LAYING" 12 "tGravityAcc-std()-Y" NA
"LAYING" 12 "tGravityAcc-std()-Z" NA
"LAYING" 12 "tBodyAccJerk-mean()-X" NA
"LAYING" 12 "tBodyAccJerk-mean()-Y" NA
"LAYING" 12 "tBodyAccJerk-mean()-Z" NA
"LAYING" 12 "tBodyAccJerk-std()-X" NA
"LAYING" 12 "tBodyAccJerk-std()-Y" NA
"LAYING" 12 "tBodyAccJerk-std()-Z" NA
"LAYING" 12 "tBodyGyro-mean()-X" NA
"LAYING" 12 "tBodyGyro-mean()-Y" NA
"LAYING" 12 "tBodyGyro-mean()-Z" NA
"LAYING" 12 "tBodyGyro-std()-X" NA
"LAYING" 12 "tBodyGyro-std()-Y" NA
"LAYING" 12 "tBodyGyro-std()-Z" NA
"LAYING" 12 "tBodyGyroJerk-mean()-X" NA
"LAYING" 12 "tBodyGyroJerk-mean()-Y" NA
"LAYING" 12 "tBodyGyroJerk-mean()-Z" NA
"LAYING" 12 "tBodyGyroJerk-std()-X" NA
"LAYING" 12 "tBodyGyroJerk-std()-Y" NA
"LAYING" 12 "tBodyGyroJerk-std()-Z" NA
"LAYING" 12 "tBodyAccMag-mean()" NA
"LAYING" 12 "tBodyAccMag-std()" NA
"LAYING" 12 "tGravityAccMag-mean()" NA
"LAYING" 12 "tGravityAccMag-std()" NA
"LAYING" 12 "tBodyAccJerkMag-mean()" NA
"LAYING" 12 "tBodyAccJerkMag-std()" NA
"LAYING" 12 "tBodyGyroMag-mean()" NA
"LAYING" 12 "tBodyGyroMag-std()" NA
"LAYING" 12 "tBodyGyroJerkMag-mean()" NA
"LAYING" 12 "tBodyGyroJerkMag-std()" NA
"LAYING" 12 "fBodyAcc-mean()-X" NA
"LAYING" 12 "fBodyAcc-mean()-Y" NA
"LAYING" 12 "fBodyAcc-mean()-Z" NA
"LAYING" 12 "fBodyAcc-std()-X" NA
"LAYING" 12 "fBodyAcc-std()-Y" NA
"LAYING" 12 "fBodyAcc-std()-Z" NA
"LAYING" 12 "fBodyAcc-meanFreq()-X" NA
"LAYING" 12 "fBodyAcc-meanFreq()-Y" NA
"LAYING" 12 "fBodyAcc-meanFreq()-Z" NA
"LAYING" 12 "fBodyAccJerk-mean()-X" NA
"LAYING" 12 "fBodyAccJerk-mean()-Y" NA
"LAYING" 12 "fBodyAccJerk-mean()-Z" NA
"LAYING" 12 "fBodyAccJerk-std()-X" NA
"LAYING" 12 "fBodyAccJerk-std()-Y" NA
"LAYING" 12 "fBodyAccJerk-std()-Z" NA
"LAYING" 12 "fBodyAccJerk-meanFreq()-X" NA
"LAYING" 12 "fBodyAccJerk-meanFreq()-Y" NA
"LAYING" 12 "fBodyAccJerk-meanFreq()-Z" NA
"LAYING" 12 "fBodyGyro-mean()-X" NA
"LAYING" 12 "fBodyGyro-mean()-Y" NA
"LAYING" 12 "fBodyGyro-mean()-Z" NA
"LAYING" 12 "fBodyGyro-std()-X" NA
"LAYING" 12 "fBodyGyro-std()-Y" NA
"LAYING" 12 "fBodyGyro-std()-Z" NA
"LAYING" 12 "fBodyGyro-meanFreq()-X" NA
"LAYING" 12 "fBodyGyro-meanFreq()-Y" NA
"LAYING" 12 "fBodyGyro-meanFreq()-Z" NA
"LAYING" 12 "fBodyAccMag-mean()" NA
"LAYING" 12 "fBodyAccMag-std()" NA
"LAYING" 12 "fBodyAccMag-meanFreq()" NA
"LAYING" 12 "fBodyBodyAccJerkMag-mean()" NA
"LAYING" 12 "fBodyBodyAccJerkMag-std()" NA
"LAYING" 12 "fBodyBodyAccJerkMag-meanFreq()" NA
"LAYING" 12 "fBodyBodyGyroMag-mean()" NA
"LAYING" 12 "fBodyBodyGyroMag-std()" NA
"LAYING" 12 "fBodyBodyGyroMag-meanFreq()" NA
"LAYING" 12 "fBodyBodyGyroJerkMag-mean()" NA
"LAYING" 12 "fBodyBodyGyroJerkMag-std()" NA
"LAYING" 12 "fBodyBodyGyroJerkMag-meanFreq()" NA
"LAYING" 13 "Activity" NA
"LAYING" 13 "Y" NA
"LAYING" 13 "Subject" NA
"LAYING" 13 "tBodyAcc-mean()-X" NA
